Name,Description,Latitude,Longitude,Destination_Code,Destination_Name,Flight_ID,Flight_Date,Flight_Time,Weekday,Airline,Collected_At
KE5071 (대한항공),"인천→Kansai (Osaka)
항공사: 대한항공
요일: 금
출발: 07:40
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),KE5071,20260515,07:40,금,대한항공,2026-05-15 14:39:33
7C1611 (제주항공),"인천→Hiroshima
항공사: 제주항공
요일: 금
출발: 07:45
날짜: 2026-05-15",34.4361,132.9194,HIJ,Hiroshima,7C1611,20260515,07:45,금,제주항공,2026-05-15 14:39:33
7C1391 (제주항공),"인천→Kansai (Osaka)
항공사: 제주항공
요일: 금
출발: 07:55
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),7C1391,20260515,07:55,금,제주항공,2026-05-15 14:39:33
TW287 (티웨이항공),"인천→Kumamoto
항공사: 티웨이항공
요일: 금
출발: 07:55
날짜: 2026-05-15",32.8372,130.855,KMJ,Kumamoto,TW287,20260515,07:55,금,티웨이항공,2026-05-15 14:39:33
LJ203 (진에어),"인천→Narita (Tokyo)
항공사: 진에어
요일: 금
출발: 07:55
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),LJ203,20260515,07:55,금,진에어,2026-05-15 14:39:33
KE787 (대한항공),"인천→Fukuoka
항공사: 대한항공
요일: 금
출발: 08:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,KE787,20260515,08:00,금,대한항공,2026-05-15 14:39:33
DL7892 (델타항공),"인천→Fukuoka
항공사: 델타항공
요일: 금
출발: 08:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,DL7892,20260515,08:00,금,델타항공,2026-05-15 14:39:33
OM6709 (몽골항공),"인천→Fukuoka
항공사: 몽골항공
요일: 금
출발: 08:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,OM6709,20260515,08:00,금,몽골항공,2026-05-15 14:39:33
JL5220 (일본항공),"인천→Fukuoka
항공사: 일본항공
요일: 금
출발: 08:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,JL5220,20260515,08:00,금,일본항공,2026-05-15 14:39:33
KL4252 (KLM네덜란드항공),"인천→Fukuoka
항공사: KLM네덜란드항공
요일: 금
출발: 08:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,KL4252,20260515,08:00,금,KLM네덜란드항공,2026-05-15 14:39:33
TW301 (티웨이항공),"인천→Kansai (Osaka)
항공사: 티웨이항공
요일: 금
출발: 08:00
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),TW301,20260515,08:00,금,티웨이항공,2026-05-15 14:39:33
ZE601 (이스타항공),"인천→Narita (Tokyo)
항공사: 이스타항공
요일: 금
출발: 08:00
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),ZE601,20260515,08:00,금,이스타항공,2026-05-15 14:39:33
RS723 (에어서울),"인천→Fukuoka
항공사: 에어서울
요일: 금
출발: 08:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,RS723,20260515,08:05,금,에어서울,2026-05-15 14:39:33
LJ241 (진에어),"인천→Kansai (Osaka)
항공사: 진에어
요일: 금
출발: 08:10
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),LJ241,20260515,08:10,금,진에어,2026-05-15 14:39:33
7C1101 (제주항공),"인천→Narita (Tokyo)
항공사: 제주항공
요일: 금
출발: 08:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),7C1101,20260515,08:10,금,제주항공,2026-05-15 14:39:33
RS705 (에어서울),"인천→Narita (Tokyo)
항공사: 에어서울
요일: 금
출발: 08:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),RS705,20260515,08:10,금,에어서울,2026-05-15 14:39:33
LJ301 (진에어),"인천→Sapporo (Chitose)
항공사: 진에어
요일: 금
출발: 08:20
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),LJ301,20260515,08:20,금,진에어,2026-05-15 14:39:33
KE5061 (대한항공),"인천→Sapporo (Chitose)
항공사: 대한항공
요일: 금
출발: 08:20
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),KE5061,20260515,08:20,금,대한항공,2026-05-15 14:39:33
7C1875 (제주항공),"인천→Okinawa (Naha)
항공사: 제주항공
요일: 금
출발: 08:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),7C1875,20260515,08:20,금,제주항공,2026-05-15 14:39:33
OZ102 (아시아나항공),"인천→Narita (Tokyo)
항공사: 아시아나항공
요일: 금
출발: 08:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),OZ102,20260515,08:25,금,아시아나항공,2026-05-15 14:39:33
EY8453 (에티하드 항공),"인천→Narita (Tokyo)
항공사: 에티하드 항공
요일: 금
출발: 08:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),EY8453,20260515,08:25,금,에티하드 항공,2026-05-15 14:39:33
NH6972 (전일본공수),"인천→Narita (Tokyo)
항공사: 전일본공수
요일: 금
출발: 08:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),NH6972,20260515,08:25,금,전일본공수,2026-05-15 14:39:33
NZ4060 (에어 뉴질랜드),"인천→Narita (Tokyo)
항공사: 에어 뉴질랜드
요일: 금
출발: 08:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),NZ4060,20260515,08:25,금,에어 뉴질랜드,2026-05-15 14:39:33
UA7318 (유나이티드항공),"인천→Narita (Tokyo)
항공사: 유나이티드항공
요일: 금
출발: 08:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),UA7318,20260515,08:25,금,유나이티드항공,2026-05-15 14:39:33
TW241 (티웨이항공),"인천→Narita (Tokyo)
항공사: 티웨이항공
요일: 금
출발: 08:35
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),TW241,20260515,08:35,금,티웨이항공,2026-05-15 14:39:33
ZE645 (이스타항공),"인천→Fukuoka
항공사: 이스타항공
요일: 금
출발: 08:45
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,ZE645,20260515,08:45,금,이스타항공,2026-05-15 14:39:33
RS741 (에어서울),"인천→Takamatsu
항공사: 에어서울
요일: 금
출발: 08:45
날짜: 2026-05-15",34.2141,134.0156,TAK,Takamatsu,RS741,20260515,08:45,금,에어서울,2026-05-15 14:39:33
YP731 (에어프레미아),"인천→Narita (Tokyo)
항공사: 에어프레미아
요일: 금
출발: 08:50
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),YP731,20260515,08:50,금,에어프레미아,2026-05-15 14:39:33
LJ269 (진에어),"인천→Fukuoka
항공사: 진에어
요일: 금
출발: 09:00
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,LJ269,20260515,09:00,금,진에어,2026-05-15 14:39:33
7C1303 (제주항공),"인천→Kansai (Osaka)
항공사: 제주항공
요일: 금
출발: 09:05
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),7C1303,20260515,09:05,금,제주항공,2026-05-15 14:39:33
OZ122 (아시아나항공),"인천→Nagoya (Chubu)
항공사: 아시아나항공
요일: 금
출발: 09:10
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),OZ122,20260515,09:10,금,아시아나항공,2026-05-15 14:39:33
EY8457 (에티하드 항공),"인천→Nagoya (Chubu)
항공사: 에티하드 항공
요일: 금
출발: 09:10
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),EY8457,20260515,09:10,금,에티하드 항공,2026-05-15 14:39:33
NH6964 (전일본공수),"인천→Nagoya (Chubu)
항공사: 전일본공수
요일: 금
출발: 09:10
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),NH6964,20260515,09:10,금,전일본공수,2026-05-15 14:39:33
ZE611 (이스타항공),"인천→Kansai (Osaka)
항공사: 이스타항공
요일: 금
출발: 09:15
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),ZE611,20260515,09:15,금,이스타항공,2026-05-15 14:39:33
ZE625 (이스타항공),"인천→Sapporo (Chitose)
항공사: 이스타항공
요일: 금
출발: 09:20
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),ZE625,20260515,09:20,금,이스타항공,2026-05-15 14:39:33
RS701 (에어서울),"인천→Narita (Tokyo)
항공사: 에어서울
요일: 금
출발: 09:20
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),RS701,20260515,09:20,금,에어서울,2026-05-15 14:39:33
KE2147 (대한항공),"인천→Okinawa (Naha)
항공사: 대한항공
요일: 금
출발: 09:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),KE2147,20260515,09:20,금,대한항공,2026-05-15 14:39:33
KL9164 (KLM네덜란드항공),"인천→Okinawa (Naha)
항공사: KLM네덜란드항공
요일: 금
출발: 09:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),KL9164,20260515,09:20,금,KLM네덜란드항공,2026-05-15 14:39:33
DL7795 (델타항공),"인천→Okinawa (Naha)
항공사: 델타항공
요일: 금
출발: 09:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),DL7795,20260515,09:20,금,델타항공,2026-05-15 14:39:33
VS5513 (버진 애틀랜틱 항공),"인천→Okinawa (Naha)
항공사: 버진 애틀랜틱 항공
요일: 금
출발: 09:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),VS5513,20260515,09:20,금,버진 애틀랜틱 항공,2026-05-15 14:39:33
JL5274 (일본항공),"인천→Okinawa (Naha)
항공사: 일본항공
요일: 금
출발: 09:20
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),JL5274,20260515,09:20,금,일본항공,2026-05-15 14:39:33
7C1201 (제주항공),"인천→Nagoya (Chubu)
항공사: 제주항공
요일: 금
출발: 09:30
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),7C1201,20260515,09:30,금,제주항공,2026-05-15 14:39:33
KE723 (대한항공),"인천→Kansai (Osaka)
항공사: 대한항공
요일: 금
출발: 09:35
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),KE723,20260515,09:35,금,대한항공,2026-05-15 14:39:33
DL7785 (델타항공),"인천→Kansai (Osaka)
항공사: 델타항공
요일: 금
출발: 09:35
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),DL7785,20260515,09:35,금,델타항공,2026-05-15 14:39:33
OM6703 (몽골항공),"인천→Kansai (Osaka)
항공사: 몽골항공
요일: 금
출발: 09:35
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),OM6703,20260515,09:35,금,몽골항공,2026-05-15 14:39:33
JL5210 (일본항공),"인천→Kansai (Osaka)
항공사: 일본항공
요일: 금
출발: 09:35
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),JL5210,20260515,09:35,금,일본항공,2026-05-15 14:39:33
OZ152 (아시아나항공),"인천→Sendai
항공사: 아시아나항공
요일: 금
출발: 09:35
날짜: 2026-05-15",38.1397,140.9169,SDJ,Sendai,OZ152,20260515,09:35,금,아시아나항공,2026-05-15 14:39:33
NH6982 (전일본공수),"인천→Sendai
항공사: 전일본공수
요일: 금
출발: 09:35
날짜: 2026-05-15",38.1397,140.9169,SDJ,Sendai,NH6982,20260515,09:35,금,전일본공수,2026-05-15 14:39:33
LJ273 (진에어),"인천→Fukuoka
항공사: 진에어
요일: 금
출발: 09:40
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,LJ273,20260515,09:40,금,진에어,2026-05-15 14:39:33
BX172 (에어부산),"인천→Kansai (Osaka)
항공사: 에어부산
요일: 금
출발: 09:40
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),BX172,20260515,09:40,금,에어부산,2026-05-15 14:39:33
OZ9568 (아시아나항공),"인천→Kansai (Osaka)
항공사: 아시아나항공
요일: 금
출발: 09:40
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),OZ9568,20260515,09:40,금,아시아나항공,2026-05-15 14:39:33
7C1403 (제주항공),"인천→Fukuoka
항공사: 제주항공
요일: 금
출발: 09:45
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,7C1403,20260515,09:45,금,제주항공,2026-05-15 14:39:33
7C1175 (제주항공),"인천→Narita (Tokyo)
항공사: 제주항공
요일: 금
출발: 09:45
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),7C1175,20260515,09:45,금,제주항공,2026-05-15 14:39:33
LJ341 (진에어),"인천→Okinawa (Naha)
항공사: 진에어
요일: 금
출발: 09:45
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),LJ341,20260515,09:45,금,진에어,2026-05-15 14:39:33
KE5745 (대한항공),"인천→Okinawa (Naha)
항공사: 대한항공
요일: 금
출발: 09:45
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),KE5745,20260515,09:45,금,대한항공,2026-05-15 14:39:33
WE501 (파라타항공),"인천→Narita (Tokyo)
항공사: 파라타항공
요일: 금
출발: 09:50
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),WE501,20260515,09:50,금,파라타항공,2026-05-15 14:39:33
TW201 (티웨이항공),"인천→Fukuoka
항공사: 티웨이항공
요일: 금
출발: 10:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,TW201,20260515,10:05,금,티웨이항공,2026-05-15 14:39:33
TW263 (티웨이항공),"인천→Sapporo (Chitose)
항공사: 티웨이항공
요일: 금
출발: 10:10
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),TW263,20260515,10:10,금,티웨이항공,2026-05-15 14:39:33
LJ233 (진에어),"인천→Kansai (Osaka)
항공사: 진에어
요일: 금
출발: 10:10
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),LJ233,20260515,10:10,금,진에어,2026-05-15 14:39:33
KE703 (대한항공),"인천→Narita (Tokyo)
항공사: 대한항공
요일: 금
출발: 10:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),KE703,20260515,10:10,금,대한항공,2026-05-15 14:39:33
DL7779 (델타항공),"인천→Narita (Tokyo)
항공사: 델타항공
요일: 금
출발: 10:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),DL7779,20260515,10:10,금,델타항공,2026-05-15 14:39:33
AM6750 (아에로멕시코),"인천→Narita (Tokyo)
항공사: 아에로멕시코
요일: 금
출발: 10:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),AM6750,20260515,10:10,금,아에로멕시코,2026-05-15 14:39:33
TN1577 (에어 타히티 누이),"인천→Narita (Tokyo)
항공사: 에어 타히티 누이
요일: 금
출발: 10:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),TN1577,20260515,10:10,금,에어 타히티 누이,2026-05-15 14:39:33
JL5202 (일본항공),"인천→Narita (Tokyo)
항공사: 일본항공
요일: 금
출발: 10:10
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),JL5202,20260515,10:10,금,일본항공,2026-05-15 14:39:33
OZ174 (아시아나항공),"인천→Sapporo (Chitose)
항공사: 아시아나항공
요일: 금
출발: 10:15
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),OZ174,20260515,10:15,금,아시아나항공,2026-05-15 14:39:33
ET1294 (에티오피아항공),"인천→Sapporo (Chitose)
항공사: 에티오피아항공
요일: 금
출발: 10:15
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),ET1294,20260515,10:15,금,에티오피아항공,2026-05-15 14:39:33
NH6998 (전일본공수),"인천→Sapporo (Chitose)
항공사: 전일본공수
요일: 금
출발: 10:15
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),NH6998,20260515,10:15,금,전일본공수,2026-05-15 14:39:33
MM714 (피치항공),"인천→Kansai (Osaka)
항공사: 피치항공
요일: 금
출발: 10:20
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),MM714,20260515,10:20,금,피치항공,2026-05-15 14:39:33
TW243 (티웨이항공),"인천→Narita (Tokyo)
항공사: 티웨이항공
요일: 금
출발: 10:20
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),TW243,20260515,10:20,금,티웨이항공,2026-05-15 14:39:33
7C1103 (제주항공),"인천→Narita (Tokyo)
항공사: 제주항공
요일: 금
출발: 10:25
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),7C1103,20260515,10:25,금,제주항공,2026-05-15 14:39:33
KE765 (대한항공),"인천→Sapporo (Chitose)
항공사: 대한항공
요일: 금
출발: 10:35
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),KE765,20260515,10:35,금,대한항공,2026-05-15 14:39:33
DL7898 (델타항공),"인천→Sapporo (Chitose)
항공사: 델타항공
요일: 금
출발: 10:35
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),DL7898,20260515,10:35,금,델타항공,2026-05-15 14:39:33
JL5208 (일본항공),"인천→Sapporo (Chitose)
항공사: 일본항공
요일: 금
출발: 10:35
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),JL5208,20260515,10:35,금,일본항공,2026-05-15 14:39:33
VS5511 (버진 애틀랜틱 항공),"인천→Sapporo (Chitose)
항공사: 버진 애틀랜틱 항공
요일: 금
출발: 10:35
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),VS5511,20260515,10:35,금,버진 애틀랜틱 항공,2026-05-15 14:39:33
KL4255 (KLM네덜란드항공),"인천→Sapporo (Chitose)
항공사: KLM네덜란드항공
요일: 금
출발: 10:35
날짜: 2026-05-15",42.7752,141.6923,CTS,Sapporo (Chitose),KL4255,20260515,10:35,금,KLM네덜란드항공,2026-05-15 14:39:33
KE741 (대한항공),"인천→Nagoya (Chubu)
항공사: 대한항공
요일: 금
출발: 10:35
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),KE741,20260515,10:35,금,대한항공,2026-05-15 14:39:33
OM6715 (몽골항공),"인천→Nagoya (Chubu)
항공사: 몽골항공
요일: 금
출발: 10:35
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),OM6715,20260515,10:35,금,몽골항공,2026-05-15 14:39:33
DL7791 (델타항공),"인천→Nagoya (Chubu)
항공사: 델타항공
요일: 금
출발: 10:35
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),DL7791,20260515,10:35,금,델타항공,2026-05-15 14:39:33
JL5216 (일본항공),"인천→Nagoya (Chubu)
항공사: 일본항공
요일: 금
출발: 10:35
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),JL5216,20260515,10:35,금,일본항공,2026-05-15 14:39:33
KL4251 (KLM네덜란드항공),"인천→Nagoya (Chubu)
항공사: KLM네덜란드항공
요일: 금
출발: 10:35
날짜: 2026-05-15",34.8584,136.8048,NGO,Nagoya (Chubu),KL4251,20260515,10:35,금,KLM네덜란드항공,2026-05-15 14:39:33
7C1305 (제주항공),"인천→Kansai (Osaka)
항공사: 제주항공
요일: 금
출발: 10:40
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),7C1305,20260515,10:40,금,제주항공,2026-05-15 14:39:33
TW303 (티웨이항공),"인천→Kansai (Osaka)
항공사: 티웨이항공
요일: 금
출발: 10:50
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),TW303,20260515,10:50,금,티웨이항공,2026-05-15 14:39:33
TW281 (티웨이항공),"인천→Okinawa (Naha)
항공사: 티웨이항공
요일: 금
출발: 11:00
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),TW281,20260515,11:00,금,티웨이항공,2026-05-15 14:39:33
KE791 (대한항공),"인천→Fukuoka
항공사: 대한항공
요일: 금
출발: 11:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,KE791,20260515,11:05,금,대한항공,2026-05-15 14:39:33
DL7801 (델타항공),"인천→Fukuoka
항공사: 델타항공
요일: 금
출발: 11:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,DL7801,20260515,11:05,금,델타항공,2026-05-15 14:39:33
JL5272 (일본항공),"인천→Fukuoka
항공사: 일본항공
요일: 금
출발: 11:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,JL5272,20260515,11:05,금,일본항공,2026-05-15 14:39:33
KL3394 (KLM네덜란드항공),"인천→Fukuoka
항공사: KLM네덜란드항공
요일: 금
출발: 11:05
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,KL3394,20260515,11:05,금,KLM네덜란드항공,2026-05-15 14:39:33
BX158 (에어부산),"인천→Fukuoka
항공사: 에어부산
요일: 금
출발: 11:10
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,BX158,20260515,11:10,금,에어부산,2026-05-15 14:39:33
OZ9578 (아시아나항공),"인천→Fukuoka
항공사: 아시아나항공
요일: 금
출발: 11:10
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,OZ9578,20260515,11:10,금,아시아나항공,2026-05-15 14:39:33
WE511 (파라타항공),"인천→Kansai (Osaka)
항공사: 파라타항공
요일: 금
출발: 11:10
날짜: 2026-05-15",34.432,135.2304,KIX,Kansai (Osaka),WE511,20260515,11:10,금,파라타항공,2026-05-15 14:39:33
WE503 (파라타항공),"인천→Narita (Tokyo)
항공사: 파라타항공
요일: 금
출발: 11:20
날짜: 2026-05-15",35.7719,140.3929,NRT,Narita (Tokyo),WE503,20260515,11:20,금,파라타항공,2026-05-15 14:39:33
7C1471 (제주항공),"인천→Fukuoka
항공사: 제주항공
요일: 금
출발: 11:30
날짜: 2026-05-15",33.5859,130.4507,FUK,Fukuoka,7C1471,20260515,11:30,금,제주항공,2026-05-15 14:39:33
ZE631 (이스타항공),"인천→Okinawa (Naha)
항공사: 이스타항공
요일: 금
출발: 11:30
날짜: 2026-05-15",26.1958,127.6458,OKA,Okinawa (Naha),ZE631,20260515,11:30,금,이스타항공,2026-05-15 14:39:33
